avg_assists_per_game,avg_clean_sheet,avg_goals_against,avg_goals_scored,avg_own_goals,avg_red_cards_,avg_saves,avg_successful_tackles,avg_yellow_cards,current_value,gameweek_1_points,gameweek_2_points,gameweek_3_points,matches_played,player_id,total_assists_per_game,total_clean_sheet,total_goals_against,total_goals_scored,total_own_goals,total_red_cards_,total_saves,total_successful_tackles,total_yellow_cards
0.0,0.0,2.0,0.0,0.0,0.0,,0.5,0.5,5.6,-1.00,-3.00,,2,180,0,0,4,0,0,0,,1,1
-,,,-,-,-,,-,-,5.5,,,,0,1035,0,,,0,0,0,,0,0
0.0,0.0,1.0,0.0,0.0,0.5,,0.0,0.0,5.5,-1.00,-3.00,0.00,2,999,0,0,2,0,0,1,,0,0
0.0,0.0,1.0,0.0,0.0,0.0,,1.3,0.7,5.5,2.00,-1.00,-2.00,3,944,0,0,3,0,0,0,,4,2
0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.5,6.00,6.00,6.00,3,757,0,3,0,0,0,0,6,0,0
0.0,0.3,,0.0,0.0,0.0,,1.0,0.3,5.5,1.00,0.00,2.00,3,710,0,1,,0,0,0,,3,1
0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,5.4,,,0.00,1,1034,0,0,1,0,0,0,,1,0
0.3,0.0,,0.3,0.0,0.0,,0.7,0.0,5.4,6.00,14.00,0.00,3,913,1,0,,1,0,0,,2,0
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,5.4,0.00,0.00,,2,265,0,0,,0,0,0,,0,0
0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,5.3,,-2.00,,1,1024,0,0,2,0,0,0,,0,0
0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,5.3,5.00,0.00,0.00,1,959,0,1,0,0,0,0,,1,0
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,5.3,0.00,0.00,0.00,1,829,0,0,,0,0,0,,0,0
-,-,,-,-,-,,-,-,5.3,0.00,0.00,,0,768,0,0,,0,0,0,,0,0
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,5.3,0.00,0.00,0.00,1,719,0,0,,0,0,0,,0,0
0.0,0.3,1.7,0.0,0.0,0.0,,1.3,0.3,5.3,3.00,1.00,-2.00,3,613,0,1,5,0,0,0,,4,1
-,-,-,-,-,-,,-,-,5.3,0.00,0.00,,0,341,0,0,0,0,0,0,,0,0
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,5.3,0.00,0.00,0.00,1,115,0,0,,0,0,0,,0,0
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,5.3,0.00,0.00,0.00,1,18,0,0,,0,0,0,,0,0
0.5,,,0.5,0.0,0.0,,0.5,0.5,5.2,11.00,5.00,0.00,2,915,1,,,1,0,0,,1,1
-,,,-,-,-,,-,-,5.2,0.00,0.00,0.00,0,849,0,,,0,0,0,,0,0
0.0,0.3,,0.0,0.0,0.0,,0.0,0.3,5.2,-1.00,1.00,0.00,3,781,0,1,,0,0,0,,0,1
-,,,-,-,-,,-,-,5.2,0.00,0.00,0.00,0,630,0,,,0,0,0,,0,0
-,-,-,-,-,-,,-,-,5.2,0.00,0.00,0.00,0,577,0,0,0,0,0,0,,0,0
0.0,0.0,,0.0,0.0,0.0,,0.5,0.0,5.2,1.00,0.00,,2,434,0,0,,0,0,0,,1,0
-,-,,-,-,-,,-,-,5.2,0.00,0.00,0.00,0,379,0,0,,0,0,0,,0,0
0.0,0.0,,0.0,0.0,0.0,,0.5,0.5,5.2,1.00,-1.00,0.00,2,311,0,0,,0,0,0,,1,1
0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,5.2,0.00,0.00,1.00,1,111,0,0,,0,0,0,,1,0
-,,,-,-,-,,-,-,5.2,0.00,0.00,0.00,0,21,0,,,0,0,0,,0,0
0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,5.1,-1.00,0.00,,2,973,0,0,,0,0,0,,0,1
0.0,0.3,,0.3,0.0,0.0,,1.3,0.7,5.1,12.00,0.00,3.00,3,554,0,1,,1,0,0,,4,2
0.0,0.0,,0.7,0.0,0.0,,0.7,0.0,5.1,12.00,13.00,1.00,3,190,0,0,,2,0,0,,2,0
0.0,0.0,2.5,0.0,0.0,0.0,,0.5,1.0,5,-2.00,-4.00,,2,764,0,0,5,0,0,0,,1,2
0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,5,2.00,0.00,,2,143,0,0,,0,0,0,,2,0
0.0,,,0.0,0.0,0.0,,0.0,1.0,4.9,,,-1.00,1,1036,0,,,0,0,0,,0,1
1.0,0.3,,0.0,0.0,0.0,,0.7,0.0,4.9,7.00,2.00,12.00,3,997,3,1,,0,0,0,,2,0
0.0,0.3,1.3,0.7,0.0,0.0,,1.0,0.0,4.9,15.00,4.00,14.00,3,995,0,1,4,2,0,0,,3,0
0.5,0.0,,0.0,0.0,0.0,,1.0,0.0,4.9,2.00,6.00,,2,936,1,0,,0,0,0,,2,0
0.0,,,0.0,0.0,0.0,,0.0,0.0,4.9,0.00,0.00,,2,537,0,,,0,0,0,,0,0
0.3,0.3,,0.3,0.0,0.0,,1.7,0.0,4.9,10.00,13.00,1.00,3,171,1,1,,1,0,0,,5,0
0.0,,,0.5,0.0,0.0,,0.0,0.0,4.9,0.00,0.00,10.00,2,61,0,,,1,0,0,,0,0
0.0,,,0.3,0.0,0.0,,0.0,0.3,4.8,0.00,9.00,0.00,3,1016,0,,,1,0,0,,0,1
0.0,,,0.3,0.0,0.0,,0.3,0.0,4.8,10.00,1.00,0.00,3,992,0,,,1,0,0,,1,0
0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,4.8,0.00,0.00,5.00,1,974,0,1,0,0,0,0,,1,0
0.0,,,0.0,0.0,0.0,,0.5,0.0,4.8,0.00,1.00,,2,946,0,,,0,0,0,,1,0
0.0,,,0.0,0.0,0.0,,0.5,0.0,4.8,1.00,0.00,,2,939,0,,,0,0,0,,1,0
0.0,0.0,,0.5,0.0,0.0,,0.5,0.0,4.8,13.00,0.00,,2,935,0,0,,1,0,0,,1,0
-,-,,-,-,-,,-,-,4.8,0.00,0.00,,0,809,0,0,,0,0,0,,0,0
-,-,-,-,-,-,,-,-,4.8,0.00,0.00,,0,733,0,0,0,0,0,0,,0,0
0.0,0.3,1.0,0.3,0.0,0.0,,2.0,0.0,4.8,3.00,15.00,4.00,3,689,0,1,3,1,0,0,,6,0
0.0,,,0.0,0.0,0.0,,1.0,0.0,4.8,0.00,1.00,0.00,1,592,0,,,0,0,0,,1,0
0.0,0.5,,0.0,0.0,0.0,,1.0,0.0,4.8,0.00,1.00,2.00,2,349,0,1,,0,0,0,,2,0
-,-,,-,-,-,,-,-,4.8,0.00,0.00,,0,139,0,0,,0,0,0,,0,0
-,-,-,-,-,-,,-,-,4.8,0.00,0.00,,0,72,0,0,0,0,0,0,,0,0
-,,,-,-,-,,-,-,4.7,0.00,0.00,0.00,0,1013,0,,,0,0,0,,0,0
0.0,,,0.0,0.0,0.0,,0.0,0.0,4.7,0.00,0.00,0.00,1,1011,0,,,0,0,0,,0,0
0.0,,,1.0,0.0,0.0,,0.0,0.0,4.7,10.00,0.00,,1,1009,0,,,1,0,0,,0,0
0.0,,,0.0,0.0,0.0,,0.0,0.0,4.7,0.00,0.00,0.00,2,1006,0,,,0,0,0,,0,0
0.0,,,0.0,0.0,0.0,,0.5,0.5,4.7,-1.00,1.00,,2,956,0,,,0,0,0,,1,1
0.3,0.3,1.7,0.3,0.0,0.0,,3.0,0.7,4.7,7.00,6.00,14.00,3,889,1,1,5,1,0,0,,9,2
0.0,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,4.7,-1.00,0.00,,1,886,0,0,2,0,0,0,,1,0
-,-,-,-,-,-,,-,-,4.7,0.00,0.00,0.00,0,850,0,0,0,0,0,0,,0,0
0.0,0.0,1.5,0.0,0.0,0.0,,0.5,0.0,4.7,0.00,-2.00,,2,830,0,0,3,0,0,0,,1,0
0.0,,,0.0,0.0,0.0,,0.0,0.0,4.7,0.00,0.00,0.00,3,797,0,,,0,0,0,,0,0
-,-,,-,-,-,,-,-,4.7,0.00,0.00,0.00,0,604,0,0,,0,0,0,,0,0
0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,4.7,0.00,1.00,,2,551,0,0,,0,0,0,,2,1
0.0,0.3,,0.0,0.0,0.0,,0.3,0.0,4.7,1.00,1.00,0.00,3,375,0,1,,0,0,0,,1,0
0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,4.7,-1.00,-2.00,,2,140,0,0,3,0,0,0,,0,0
0.0,0.3,,0.0,0.0,0.0,,3.0,0.3,4.7,4.00,3.00,2.00,3,114,0,1,,0,0,0,,9,1
-,-,,-,-,-,,-,-,4.7,0.00,0.00,0.00,0,25,0,0,,0,0,0,,0,0
0.0,0.0,2.0,0.0,0.0,0.0,,2.5,0.0,4.6,0.00,1.00,,2,861,0,0,4,0,0,0,,5,0
0.0,0.3,0.7,0.0,0.0,0.0,,0.3,0.0,4.6,-1.00,5.00,-1.00,3,840,0,1,2,0,0,0,,1,0
0.0,0.0,,0.5,0.0,0.0,,0.5,0.0,4.6,0.00,0.00,13.00,2,778,0,0,,1,0,0,,1,0
0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.6,0.00,0.00,,2,587,0,0,4,0,0,0,4,0,0
0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.6,4.00,0.00,2.00,3,576,0,0,3,0,0,0,9,0,0
0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,4.6,-1.00,-2.00,,2,563,0,0,3,0,0,0,,0,0
0.0,,,0.0,0.0,0.0,,0.0,0.0,4.5,,,0.00,1,1033,0,,,0,0,0,,0,0
-,-,,-,-,-,,-,-,4.5,,0.00,,0,1027,0,0,,0,0,0,,0,0
-,-,,-,-,-,,-,-,4.5,0.00,0.00,,0,814,0,0,,0,0,0,,0,0
0.0,0.0,,0.0,0.0,0.0,,0.5,0.0,4.5,1.00,0.00,,2,15,0,0,,0,0,0,,1,0
-,-,,-,-,-,,-,-,4.4,0.00,,,0,1032,0,0,,0,0,0,,0,0
0.0,0.3,,0.0,0.0,0.0,,0.0,0.0,4.4,0.00,0.00,1.00,3,951,0,1,,0,0,0,,0,0
0.5,0.0,,0.0,0.0,0.0,,1.5,0.5,4.4,7.00,1.00,,2,933,1,0,,0,0,0,,3,1
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,4.4,0.00,0.00,,2,83,0,0,,0,0,0,,0,0
-,-,,-,-,-,,-,-,4.3,,,,0,1029,0,0,,0,0,0,,0,0
0.0,,,0.0,0.0,0.0,,2.0,0.0,4.3,0.00,0.00,2.00,1,1026,0,,,0,0,0,,2,0
0.0,,,0.0,0.0,0.0,,1.5,0.0,4.3,,1.00,2.00,2,1023,0,,,0,0,0,,3,0
0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,4.3,1.00,0.00,0.00,1,1021,0,1,,0,0,0,,0,0
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,4.3,0.00,0.00,0.00,1,1018,0,0,,0,0,0,,0,0
0.0,,,0.0,0.0,0.0,,0.3,0.0,4.3,0.00,1.00,0.00,3,996,0,,,0,0,0,,1,0
0.0,,,0.0,0.0,0.0,,0.0,0.0,4.3,0.00,0.00,,1,986,0,,,0,0,0,,0,0
0.0,0.5,0.5,0.0,0.0,0.0,,0.5,0.0,4.3,0.00,4.00,0.00,2,970,0,1,1,0,0,0,,1,0
-,-,-,-,-,-,-,-,-,4.3,0.00,0.00,,0,963,0,0,0,0,0,0,0,0,0
0.5,0.0,2.5,0.0,0.0,0.0,,2.0,0.5,4.3,5.00,-1.00,,2,928,1,0,5,0,0,0,,4,1
0.0,,,0.0,0.0,0.0,,1.0,0.0,4.3,2.00,0.00,0.00,2,904,0,,,0,0,0,,2,0
0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,4.3,-1.00,0.00,,1,880,0,0,,0,0,0,,0,1
-,-,-,-,-,-,,-,-,4.3,0.00,0.00,,0,854,0,0,0,0,0,0,,0,0
